age,gender,province,urban_rural,household_income,parent_education,attendance,highest_grade,dropout
15,Female,Eastern Cape,Urban,3577.5,Secondary,Yes,3,0
18,Male,Gauteng,Rural,2173.65,None,Yes,11,0
17,Male,Free State,Urban,15463.38,Primary,Yes,10,0
13,Female,Limpopo,Urban,1520.23,Secondary,Yes,2,0
18,Male,KwaZulu-Natal,Rural,6594.91,Primary,Yes,8,0
19,Female,Northern Cape,Urban,7762.53,Primary,Yes,9,0
19,Male,KwaZulu-Natal,Rural,13236.55,Secondary,Yes,8,0
12,Male,Western Cape,Urban,524.79,Tertiary,Yes,10,0
15,Female,Gauteng,Urban,9661.9,None,Yes,3,0
14,Male,KwaZulu-Natal,Urban,4438.49,Primary,Yes,7,0
13,Male,North West,Urban,10510.44,Primary,No,8,1
30,Male,KwaZulu-Natal,Urban,4372.77,Secondary,No,5,1
16,Male,Mpumalanga,Rural,14289.23,Primary,Yes,2,0
17,Male,Western Cape,Urban,4396.12,Secondary,No,6,1
15,Male,Eastern Cape,Urban,0.0,Primary,Yes,6,0
13,Female,Northern Cape,Urban,4844.6,Primary,Yes,11,0
19,Female,Western Cape,Rural,6954.8,Tertiary,Yes,5,0
13,Male,Mpumalanga,Urban,12329.42,None,Yes,9,0
14,Female,Gauteng,Urban,2966.34,Secondary,Yes,10,0
19,Female,North West,Urban,3045.42,None,Yes,4,0
14,Female,Northern Cape,Urban,11842.31,Secondary,No,5,1
16,Male,Northern Cape,Urban,2499.1,Secondary,Yes,4,0
17,Female,Western Cape,Rural,,,,8,0
16,Male,Gauteng,Urban,7365.4,Primary,Yes,8,0
12,Female,Free State,Urban,8870.32,Primary,Yes,3,0
12,Male,Mpumalanga,Urban,5000.61,Secondary,Yes,1,0
16,Male,Free State,Rural,4292.02,Secondary,Yes,6,0
17,Female,North West,Urban,9339.58,Secondary,Yes,2,0
16,Female,Gauteng,Urban,4416.02,Secondary,Yes,2,0
17,Male,Gauteng,Urban,2560.12,Primary,Yes,3,0
17,Female,Mpumalanga,Urban,12911.2,Primary,Yes,8,0
18,Female,Limpopo,Urban,9952.38,Primary,Yes,3,0
19,Female,Free State,Urban,,,,7,0
15,Male,KwaZulu-Natal,Urban,11135.87,Primary,Yes,10,0
17,Male,Northern Cape,Urban,2927.43,Secondary,No,5,1
14,Female,Limpopo,Urban,8385.48,Secondary,Yes,9,0
17,Female,KwaZulu-Natal,Urban,3937.49,Tertiary,No,9,1
17,Female,Mpumalanga,Urban,1393.56,Primary,No,7,1
17,Male,Northern Cape,Rural,6211.2,Secondary,Yes,7,0
18,Male,Eastern Cape,Rural,11926.13,Tertiary,Yes,7,0
19,Female,KwaZulu-Natal,Rural,9099.65,Secondary,No,6,0
18,Female,Limpopo,Rural,2436.42,Primary,No,4,0
12,Female,KwaZulu-Natal,Rural,6070.63,Primary,Yes,5,0
18,Female,KwaZulu-Natal,Rural,7428.53,None,Yes,10,0
14,Female,Mpumalanga,Urban,1243.55,Primary,Yes,9,0
14,Female,Free State,Rural,10852.69,Secondary,Yes,9,0
18,Male,Eastern Cape,Urban,7085.06,None,Yes,8,0
19,Female,Mpumalanga,Urban,2437.62,Primary,Yes,6,0
16,Male,North West,Rural,2211.31,Secondary,Yes,6,0
15,Female,Mpumalanga,Urban,12402.66,Secondary,Yes,1,0
19,Female,Northern Cape,Urban,6476.75,Secondary,Yes,6,0
18,Male,Eastern Cape,Rural,12761.41,Secondary,Yes,4,0
17,Male,Gauteng,Urban,14288.62,Primary,Yes,4,0
13,Male,North West,Urban,12089.79,Primary,No,1,1
15,Male,Western Cape,Rural,5866.27,Primary,Yes,11,0
15,Female,Mpumalanga,Rural,0.0,Secondary,Yes,4,0
14,Male,KwaZulu-Natal,Urban,9251.99,Tertiary,Yes,5,0
15,Female,Free State,Urban,1000000.0,None,Yes,5,0
18,Male,Gauteng,Urban,7858.44,Secondary,Yes,5,0
17,Female,Mpumalanga,Rural,40.74,Primary,Yes,4,0
17,Female,Mpumalanga,Urban,5300.49,Secondary,Yes,1,0
12,Female,Limpopo,Urban,7265.07,None,Yes,10,0
17,Female,Limpopo,Urban,3608.05,Primary,Yes,8,0
19,Female,Gauteng,Urban,0.0,Tertiary,Yes,3,0
17,Female,Limpopo,Rural,7608.6,Secondary,No,4,1
14,Male,KwaZulu-Natal,Urban,4860.5,Secondary,Yes,9,0
17,Female,North West,Rural,15090.77,Primary,Yes,7,0
12,Male,Western Cape,Urban,8404.13,Primary,Yes,9,0
13,Male,Eastern Cape,Rural,9878.32,Primary,Yes,2,0
18,Female,Western Cape,Rural,,,,9,0
14,Male,Western Cape,Urban,8374.93,Tertiary,Yes,10,0
19,Female,Eastern Cape,Urban,1390.8,Secondary,Yes,9,0
13,Male,Limpopo,Urban,3839.33,Primary,Yes,11,0
14,Female,Gauteng,Rural,12354.46,Tertiary,No,1,1
16,Male,Eastern Cape,Urban,8837.85,Secondary,Yes,10,0
15,Female,Northern Cape,Rural,6405.97,Secondary,Yes,10,0
16,Female,North West,Rural,9944.68,Primary,Yes,4,0
17,Female,Free State,Rural,10023.45,Secondary,No,3,1
13,Female,Limpopo,Rural,15963.58,Secondary,No,6,1
17,Male,Eastern Cape,Urban,8652.27,Tertiary,Yes,6,0
15,Female,Northern Cape,Urban,3749.97,Secondary,Yes,3,0
14,Male,Free State,Urban,7537.21,Primary,Yes,11,0
15,Male,North West,Rural,10430.26,Secondary,Yes,9,0
12,Male,North West,Rural,11982.64,Tertiary,Yes,3,0
15,Female,Limpopo,Rural,1539.87,Primary,Yes,2,1
12,Male,Eastern Cape,Urban,9014.83,Primary,Yes,8,0
15,Male,Gauteng,Urban,4410.98,None,No,1,1
18,Male,North West,Rural,5733.47,Secondary,No,9,0
12,Female,Gauteng,Urban,11383.36,Primary,Yes,7,0
13,Female,Gauteng,Urban,10984.99,Secondary,Yes,3,0
17,Male,Limpopo,Rural,5287.39,Primary,No,2,1
19,Female,Free State,Urban,1000000.0,Tertiary,Yes,10,0
17,Female,Mpumalanga,Urban,5855.67,Primary,Yes,1,0
16,Male,Western Cape,Urban,19566.81,Primary,Yes,1,0
17,Male,Western Cape,Urban,,,,10,0
14,Female,North West,Rural,4642.07,Secondary,Yes,8,0
18,Male,Mpumalanga,Urban,13288.67,Primary,Yes,9,0
15,Female,Free State,Urban,13429.85,Primary,Yes,10,0
16,Female,Mpumalanga,Urban,15166.68,Primary,Yes,6,0
14,Female,Limpopo,Rural,16351.97,Secondary,Yes,5,0
14,Female,North West,Urban,10830.86,Secondary,Yes,2,0
12,Female,Gauteng,Urban,6600.59,Secondary,No,3,1
17,Female,North West,Urban,7189.53,Secondary,Yes,9,0
13,Male,Western Cape,Urban,6831.7,Secondary,Yes,6,0
19,Male,Free State,Urban,6384.98,Primary,Yes,8,0
13,Female,Mpumalanga,Rural,12959.75,Tertiary,Yes,9,0
16,Female,Free State,Rural,8002.88,Tertiary,Yes,9,0
18,Female,Limpopo,Urban,11885.69,Primary,Yes,8,0
13,Male,North West,Urban,10706.07,Primary,Yes,10,0
15,Female,Eastern Cape,Rural,3605.38,Primary,Yes,8,0
13,Male,North West,Urban,1131.29,Primary,Yes,3,0
16,Female,Gauteng,Rural,3053.35,Secondary,Yes,3,0
19,Female,North West,Urban,6293.17,Secondary,Yes,2,0
13,Male,Northern Cape,Rural,8537.31,Secondary,Yes,1,0
15,Male,Limpopo,Rural,5406.8,Secondary,Yes,4,0
12,Female,KwaZulu-Natal,Rural,10812.26,Secondary,Yes,2,0
18,Female,Limpopo,Rural,5889.26,Secondary,Yes,2,0
16,Female,Mpumalanga,Urban,9027.83,None,Yes,11,0
12,Male,KwaZulu-Natal,Rural,,,,11,0
12,Male,Mpumalanga,Urban,14937.73,Secondary,Yes,5,0
12,Male,Mpumalanga,Urban,4099.04,None,Yes,4,0
14,Male,Gauteng,Rural,16833.68,None,Yes,1,0
18,Male,Gauteng,Rural,5622.6,Tertiary,Yes,9,0
19,Male,Western Cape,Rural,2639.77,Secondary,No,2,0
17,Female,Western Cape,Urban,7132.34,Primary,Yes,5,0
18,Female,Eastern Cape,Rural,20960.56,Secondary,Yes,7,0
14,Male,KwaZulu-Natal,Rural,11580.82,Secondary,Yes,2,0
17,Female,Free State,Urban,10411.86,Primary,Yes,8,0
18,Female,North West,Urban,11180.75,None,Yes,11,0
12,Male,North West,Urban,4921.63,Tertiary,Yes,2,0
16,Female,Mpumalanga,Urban,9304.18,Primary,Yes,11,0
17,Male,Western Cape,Rural,8010.01,Primary,No,3,1
15,Male,Mpumalanga,Rural,15236.27,Secondary,Yes,5,0
15,Female,Northern Cape,Rural,7565.25,Secondary,Yes,2,0
13,Male,Northern Cape,Rural,6486.89,Primary,Yes,2,0
17,Male,Free State,Urban,3340.8,Primary,Yes,4,0
16,Male,Gauteng,Rural,8560.06,Primary,Yes,4,0
19,Male,Gauteng,Urban,9171.81,Tertiary,Yes,8,0
14,Male,Western Cape,Rural,3193.65,Primary,No,4,1
12,Male,Western Cape,Urban,9812.65,Secondary,Yes,10,0
13,Male,Northern Cape,Rural,8932.72,Tertiary,Yes,8,0
15,Male,Gauteng,Urban,12053.78,Primary,Yes,7,0
14,Female,KwaZulu-Natal,Urban,12849.47,Tertiary,Yes,10,0
14,Female,KwaZulu-Natal,Rural,8377.12,Tertiary,Yes,4,0
12,Female,Western Cape,Urban,3854.54,Tertiary,Yes,2,0
19,Male,Mpumalanga,Rural,4677.51,Primary,Yes,9,0
19,Male,Gauteng,Urban,15048.51,Secondary,Yes,2,0
17,Female,KwaZulu-Natal,Rural,8661.96,Secondary,Yes,1,0
15,Female,Gauteng,Urban,14984.62,Tertiary,Yes,8,0
19,Female,Limpopo,Urban,,,,10,0
16,Male,North West,Urban,11014.94,Secondary,Yes,9,0
19,Female,Northern Cape,Urban,11754.89,Primary,Yes,1,0
14,Female,Gauteng,Urban,,,,7,0
12,Male,North West,Urban,9227.8,Secondary,Yes,2,0
16,Female,Limpopo,Urban,3052.0,Secondary,No,1,1
17,Male,Gauteng,Urban,6860.35,Secondary,Yes,11,0
15,Male,Western Cape,Urban,10560.68,Secondary,Yes,5,0
17,Male,North West,Rural,3898.66,Tertiary,Yes,1,0
14,Female,Gauteng,Urban,10237.35,Primary,No,4,1
16,Female,North West,Urban,2006.52,Secondary,Yes,2,0
16,Male,Limpopo,Rural,12573.28,Primary,Yes,10,0
16,Female,Gauteng,Urban,5342.25,Primary,Yes,10,0
14,Female,Gauteng,Rural,3891.53,Secondary,Yes,6,1
14,Female,Gauteng,Urban,2258.58,Tertiary,Yes,11,0
17,Female,Free State,Urban,5682.58,Secondary,Yes,1,0
13,Male,Western Cape,Urban,369.55,Secondary,No,8,1
17,Female,Limpopo,Rural,5806.4,None,No,2,1
15,Male,Free State,Rural,12397.95,Primary,Yes,10,0
12,Male,Mpumalanga,Urban,7245.15,Secondary,Yes,11,0
16,Female,Free State,Urban,3289.93,None,Yes,5,0
13,Male,Northern Cape,Rural,8905.05,Primary,Yes,2,0
12,Female,Northern Cape,Urban,8551.58,Secondary,Yes,2,0
13,Female,Gauteng,Urban,,,,8,1
19,Male,Free State,Rural,,,,7,0
19,Male,Mpumalanga,Rural,9222.39,Secondary,Yes,6,0
18,Male,Free State,Urban,11620.27,Secondary,No,2,0
19,Male,Western Cape,Rural,7462.48,Tertiary,Yes,3,0
17,Female,Western Cape,Rural,7698.35,Secondary,Yes,9,0
19,Female,Mpumalanga,Urban,14635.76,Secondary,Yes,10,0
14,Female,Free State,Urban,1457.68,Tertiary,Yes,1,0
16,Male,North West,Urban,11871.78,Secondary,Yes,2,0
17,Male,Western Cape,Rural,7556.83,Primary,Yes,8,0
12,Male,Western Cape,Rural,,,,7,0
18,Female,KwaZulu-Natal,Urban,5788.42,Secondary,No,8,0
18,Male,Free State,Rural,8614.7,Secondary,No,7,0
18,Female,Western Cape,Urban,7825.88,Secondary,Yes,4,0
12,Male,Limpopo,Urban,,,,4,0
12,Female,Free State,Urban,1000000.0,Secondary,Yes,7,0
12,Female,Northern Cape,Urban,378.68,Tertiary,Yes,1,0
12,Male,KwaZulu-Natal,Rural,1000000.0,Secondary,Yes,10,0
18,Male,Western Cape,Urban,5950.82,Primary,No,5,0
18,Female,KwaZulu-Natal,Rural,8604.92,Tertiary,No,7,0
13,Female,Northern Cape,Urban,15852.34,Primary,Yes,1,0
17,Male,Mpumalanga,Urban,5536.18,Secondary,Yes,7,0
16,Male,Mpumalanga,Rural,3905.08,Tertiary,Yes,6,0
30,Female,Free State,Urban,5142.02,Secondary,Yes,3,0
19,Male,Northern Cape,Urban,8613.38,Secondary,Yes,1,0
14,Female,Eastern Cape,Urban,10354.54,Secondary,Yes,5,0
18,Female,Eastern Cape,Rural,10913.38,Primary,Yes,10,0
14,Male,Free State,Urban,11310.83,Primary,Yes,4,0
17,Male,Gauteng,Urban,11876.92,Secondary,No,4,1
17,Male,KwaZulu-Natal,Urban,,,,1,0
14,Male,KwaZulu-Natal,Urban,16212.56,Secondary,Yes,1,0
18,Male,Mpumalanga,Rural,6580.93,Primary,Yes,5,0
14,Female,Eastern Cape,Urban,8437.36,Secondary,Yes,6,0
19,Female,Western Cape,Urban,13183.31,Secondary,Yes,5,0
13,Male,Western Cape,Urban,10265.7,Secondary,Yes,2,0
19,Male,Western Cape,Urban,0.0,Secondary,No,3,0
15,Male,Mpumalanga,Rural,8022.54,Secondary,Yes,5,0
18,Female,Northern Cape,Urban,11447.86,Secondary,Yes,11,0
18,Male,North West,Rural,2626.12,Secondary,Yes,11,0
16,Male,Eastern Cape,Urban,,,,5,0
12,Female,Eastern Cape,Urban,9560.62,Primary,Yes,10,0
15,Female,KwaZulu-Natal,Rural,12735.68,Tertiary,No,9,1
17,Male,Gauteng,Urban,5232.27,Primary,Yes,3,0
18,Male,Free State,Rural,11983.57,None,Yes,5,0
14,Male,KwaZulu-Natal,Rural,8638.43,Tertiary,Yes,5,0
15,Female,Northern Cape,Urban,15064.2,Primary,Yes,2,0
16,Male,Free State,Urban,19144.2,Secondary,Yes,11,0
17,Male,Eastern Cape,Rural,14153.32,Tertiary,Yes,4,0
12,Male,Northern Cape,Urban,9922.07,Tertiary,Yes,11,0
12,Female,Free State,Urban,17284.02,Tertiary,Yes,11,0
16,Female,Limpopo,Urban,10413.91,Primary,No,7,1
16,Male,North West,Urban,4368.22,Secondary,Yes,5,0
14,Male,Eastern Cape,Rural,7842.91,Primary,No,8,1
18,Female,Gauteng,Urban,11046.69,Secondary,Yes,2,0
12,Female,Western Cape,Urban,11303.82,Tertiary,No,1,1
17,Female,Limpopo,Rural,3498.94,Primary,Yes,9,0
15,Female,Western Cape,Urban,3625.87,Secondary,Yes,10,0
17,Female,North West,Urban,6634.76,Secondary,No,8,1
13,Female,Free State,Rural,10138.17,Secondary,Yes,8,0
13,Female,Mpumalanga,Urban,,,,7,1
16,Female,Gauteng,Rural,8565.22,None,No,6,1
14,Female,North West,Rural,4662.29,Secondary,Yes,5,0
13,Male,Western Cape,Urban,14947.77,Tertiary,Yes,5,0
12,Male,Limpopo,Urban,3711.77,Secondary,Yes,6,0
17,Male,Eastern Cape,Urban,13209.36,None,Yes,1,0
17,Female,Limpopo,Urban,10955.29,Secondary,Yes,11,0
16,Male,Limpopo,Rural,13121.33,Primary,Yes,8,0
18,Female,Mpumalanga,Rural,6222.27,Primary,Yes,2,0
18,Female,Mpumalanga,Urban,7429.38,Tertiary,No,1,0
15,Male,Northern Cape,Rural,8220.17,Secondary,Yes,9,0
16,Female,Northern Cape,Rural,6094.41,Tertiary,Yes,3,0
19,Male,Free State,Rural,,,,2,0
15,Male,Northern Cape,Urban,14316.36,Secondary,Yes,10,0
19,Male,KwaZulu-Natal,Urban,,,,5,0
18,Female,Gauteng,Urban,5371.15,Secondary,Yes,11,0
16,Male,KwaZulu-Natal,Rural,4937.02,Primary,Yes,9,0
19,Female,KwaZulu-Natal,Urban,7622.33,Tertiary,Yes,6,0
16,Male,Western Cape,Urban,7457.89,Primary,Yes,8,0
16,Male,North West,Urban,11089.26,Primary,No,1,1
18,Male,KwaZulu-Natal,Urban,8134.89,Secondary,Yes,7,0
15,Female,Gauteng,Urban,-5000.0,Primary,Yes,5,0
15,Female,Mpumalanga,Rural,9593.79,Primary,Yes,2,0
16,Female,Free State,Urban,,,,10,0
13,Male,Western Cape,Urban,,,,6,1
14,Male,Mpumalanga,Urban,7510.71,None,Yes,5,0
18,Female,Western Cape,Urban,14585.47,Primary,Yes,7,0
14,Female,Gauteng,Urban,18166.48,Secondary,Yes,7,0
14,Female,Limpopo,Urban,10824.92,Secondary,No,3,1
15,Female,Eastern Cape,Urban,8911.96,Secondary,Yes,2,0
15,Female,North West,Urban,10498.33,Secondary,Yes,7,0
13,Female,Mpumalanga,Urban,3595.87,Primary,Yes,6,0
14,Male,North West,Urban,8720.42,Tertiary,Yes,7,0
14,Female,Limpopo,Rural,5074.7,None,Yes,11,0
16,Male,Eastern Cape,Rural,10039.91,Secondary,Yes,8,0
15,Male,North West,Urban,5094.56,Tertiary,Yes,4,0
5,Female,North West,Urban,,,,1,0
17,Female,Mpumalanga,Rural,512.12,Primary,Yes,8,0
13,Male,Northern Cape,Urban,3307.02,Primary,Yes,8,0
19,Female,Eastern Cape,Rural,9419.5,Secondary,Yes,3,0
17,Female,Limpopo,Rural,4524.62,None,Yes,3,0
17,Male,Eastern Cape,Urban,1000000.0,Tertiary,Yes,5,0
19,Male,Gauteng,Urban,4184.44,Secondary,Yes,3,0
18,Male,Northern Cape,Rural,9813.02,Secondary,Yes,5,0
18,Female,Gauteng,Urban,4952.5,Primary,Yes,8,0
13,Male,Limpopo,Urban,9541.88,Secondary,Yes,1,0
17,Female,Mpumalanga,Urban,1860.85,Secondary,No,4,1
14,Male,Mpumalanga,Urban,6187.27,Tertiary,Yes,2,0
15,Male,Limpopo,Rural,4615.15,None,Yes,4,0
13,Male,Western Cape,Rural,11532.93,None,Yes,9,0
16,Female,Limpopo,Rural,9849.05,Primary,No,7,1
19,Female,Northern Cape,Urban,3069.7,Primary,Yes,11,0
17,Male,KwaZulu-Natal,Urban,7187.28,Secondary,Yes,9,0
13,Male,Mpumalanga,Urban,4910.73,Tertiary,Yes,7,0
12,Male,Free State,Urban,11801.03,Primary,Yes,10,0
12,Female,Northern Cape,Urban,13086.1,Tertiary,Yes,8,0
18,Male,Northern Cape,Rural,2233.42,None,Yes,1,0
19,Female,Northern Cape,Rural,11306.81,Primary,Yes,5,0
15,Male,North West,Urban,4706.82,None,Yes,9,0
14,Male,Northern Cape,Rural,6988.33,Primary,No,5,1
15,Male,Mpumalanga,Urban,8129.02,Tertiary,Yes,2,0
15,Male,KwaZulu-Natal,Urban,1000000.0,None,Yes,6,0
15,Male,KwaZulu-Natal,Rural,3984.6,Secondary,No,9,1
19,Male,Northern Cape,Urban,11339.0,Secondary,No,3,0
15,Female,Gauteng,Rural,3313.98,Tertiary,No,8,1
16,Male,Mpumalanga,Rural,3037.63,Primary,No,4,1
19,Female,Mpumalanga,Urban,8113.85,Primary,No,7,0
16,Male,Eastern Cape,Rural,1000000.0,None,Yes,6,0
19,Male,Western Cape,Urban,0.0,Secondary,Yes,3,0
18,Female,Western Cape,Urban,12638.39,Primary,Yes,1,0
13,Male,Gauteng,Urban,0.0,Tertiary,Yes,3,0
12,Female,Western Cape,Urban,7416.25,Secondary,Yes,6,0
15,Female,Eastern Cape,Rural,13310.46,Secondary,No,7,1
18,Male,Limpopo,Urban,,,,9,0
13,Female,Western Cape,Rural,6547.8,None,No,9,1
12,Female,Mpumalanga,Urban,2268.2,Secondary,Yes,5,0
17,Male,Limpopo,Urban,,,,2,0
14,Female,Western Cape,Rural,,,,9,0
16,Male,Mpumalanga,Urban,6044.03,Tertiary,Yes,5,0
17,Male,Mpumalanga,Urban,5537.05,Tertiary,Yes,7,0
19,Male,Northern Cape,Urban,5130.43,Primary,Yes,9,0
12,Male,KwaZulu-Natal,Urban,6621.65,Primary,Yes,4,0
17,Female,Gauteng,Urban,9264.27,None,Yes,9,1
14,Male,Eastern Cape,Rural,5735.94,Primary,Yes,1,0
18,Male,North West,Urban,6241.68,Primary,Yes,6,0
12,Female,Western Cape,Urban,10565.12,Secondary,Yes,2,0
17,Male,Western Cape,Rural,2070.34,Secondary,Yes,8,0
16,Male,Limpopo,Urban,6496.26,Tertiary,Yes,5,0
16,Female,Limpopo,Rural,1296.24,Secondary,Yes,3,0
13,Female,Western Cape,Urban,,,,2,0
17,Female,Free State,Urban,242.38,None,Yes,8,0
15,Female,Eastern Cape,Rural,,,,7,0
17,Female,Western Cape,Urban,2741.45,Secondary,No,4,1
18,Female,KwaZulu-Natal,Rural,909.69,Primary,No,8,0
12,Female,Free State,Urban,6545.55,Primary,Yes,11,0
12,Male,Eastern Cape,Urban,14844.43,Primary,Yes,4,0
18,Female,Western Cape,Urban,10844.77,Primary,Yes,2,0
17,Female,North West,Urban,310.74,Secondary,Yes,2,0
18,Female,Northern Cape,Rural,2627.5,Secondary,Yes,2,0
14,Male,KwaZulu-Natal,Urban,6417.6,Secondary,No,5,1
19,Male,North West,Rural,16953.41,Secondary,Yes,6,0
18,Female,Limpopo,Rural,4244.18,Primary,Yes,7,0
16,Female,Limpopo,Urban,4276.46,Primary,Yes,6,0
18,Female,Western Cape,Urban,14109.72,Primary,Yes,2,0
12,Male,Limpopo,Rural,8779.63,Primary,Yes,4,0
16,Male,KwaZulu-Natal,Rural,12212.0,Secondary,Yes,3,0
12,Female,Eastern Cape,Urban,5091.6,Secondary,No,9,1
13,Male,Mpumalanga,Urban,7593.46,Secondary,Yes,4,0
15,Female,Gauteng,Urban,13262.53,Primary,No,5,1
12,Male,Eastern Cape,Rural,7420.64,Secondary,No,5,1
16,Male,Mpumalanga,Urban,12492.21,Secondary,Yes,9,0
13,Female,Free State,Rural,9549.07,Secondary,Yes,11,0
12,Female,KwaZulu-Natal,Urban,3841.48,Secondary,Yes,2,0
14,Female,North West,Urban,7934.73,Secondary,Yes,8,0
18,Female,Mpumalanga,Urban,,,,3,0
15,Male,KwaZulu-Natal,Urban,,,,5,1
12,Male,Northern Cape,Urban,7838.99,Primary,Yes,10,0
13,Male,North West,Urban,433.14,Secondary,Yes,4,0
14,Female,Limpopo,Urban,816.03,Primary,Yes,3,0
17,Male,Limpopo,Urban,1666.78,None,Yes,10,0
13,Female,North West,Urban,5958.23,Tertiary,Yes,6,0
18,Male,Free State,Rural,6491.53,Tertiary,Yes,10,0
13,Female,Free State,Urban,2098.35,None,Yes,9,0
14,Female,Free State,Urban,12090.05,Secondary,Yes,7,0
13,Male,Mpumalanga,Urban,2944.92,Primary,No,1,1
14,Female,Mpumalanga,Rural,2517.76,Secondary,Yes,3,0
12,Female,Western Cape,Urban,8352.94,Tertiary,No,2,1
19,Male,Gauteng,Rural,11895.62,Tertiary,Yes,4,0
14,Female,North West,Rural,16219.42,Secondary,Yes,3,0
14,Female,Eastern Cape,Rural,10330.18,Primary,Yes,3,0
15,Female,Gauteng,Urban,14319.32,Secondary,Yes,9,0
14,Male,Northern Cape,Rural,3151.77,Primary,Yes,4,0
14,Male,Mpumalanga,Urban,,,,9,0
17,Female,Mpumalanga,Urban,554.06,Tertiary,Yes,10,0
19,Male,KwaZulu-Natal,Rural,5984.64,Secondary,Yes,5,0
12,Female,Gauteng,Urban,10242.61,Primary,Yes,7,0
18,Female,KwaZulu-Natal,Rural,1579.13,Primary,Yes,5,0
15,Female,Eastern Cape,Urban,4291.8,None,Yes,1,0
17,Female,KwaZulu-Natal,Rural,3656.31,Tertiary,No,6,1
16,Female,Gauteng,Urban,6759.12,Secondary,Yes,11,0
19,Male,North West,Urban,13686.33,Primary,Yes,5,0
12,Female,Northern Cape,Urban,8067.3,Secondary,No,4,1
12,Male,Mpumalanga,Rural,6147.74,Tertiary,Yes,7,0
16,Male,Eastern Cape,Urban,0.0,Primary,No,6,1
18,Female,Mpumalanga,Urban,9867.02,Tertiary,Yes,10,0
14,Female,Western Cape,Urban,11160.06,Tertiary,No,2,1
17,Male,Northern Cape,Rural,1199.92,Tertiary,Yes,6,0
13,Male,KwaZulu-Natal,Urban,7732.11,Primary,No,8,1
15,Male,Limpopo,Urban,8772.03,Primary,Yes,2,0
13,Female,Gauteng,Urban,11858.41,Primary,Yes,3,0
16,Male,Mpumalanga,Urban,5100.93,Primary,Yes,1,0
12,Female,KwaZulu-Natal,Urban,4498.56,Primary,Yes,9,0
18,Female,Eastern Cape,Urban,6174.01,Secondary,Yes,10,0
12,Female,Mpumalanga,Rural,13137.75,Secondary,Yes,11,0
15,Male,Northern Cape,Urban,12175.38,Tertiary,No,5,1
12,Female,Northern Cape,Urban,7914.62,None,Yes,5,0
12,Female,Mpumalanga,Urban,12079.11,Secondary,No,1,1
15,Female,Eastern Cape,Rural,0.0,Secondary,Yes,1,0
17,Female,Northern Cape,Rural,11166.62,Secondary,No,5,1
17,Female,Northern Cape,Rural,,,,7,1
15,Male,Gauteng,Urban,15068.1,Secondary,Yes,2,0
18,Female,Eastern Cape,Urban,3743.02,Tertiary,No,9,0
16,Female,Eastern Cape,Urban,4588.95,Primary,Yes,5,0
19,Male,North West,Urban,10249.69,Secondary,Yes,1,0
12,Female,North West,Urban,,,,2,0
18,Male,Northern Cape,Rural,6214.67,None,Yes,1,0
12,Female,Limpopo,Rural,9485.62,Primary,Yes,6,0
19,Male,North West,Rural,,,,9,0
16,Male,Northern Cape,Urban,9572.46,Primary,Yes,11,0
17,Female,Free State,Rural,6381.78,Primary,Yes,7,0
18,Female,Western Cape,Urban,10020.84,None,Yes,5,0
14,Female,Western Cape,Urban,13625.48,Tertiary,No,4,1
14,Male,Eastern Cape,Rural,3098.05,None,No,4,1
19,Male,Limpopo,Urban,4639.76,Secondary,Yes,10,0
14,Male,Gauteng,Urban,8109.02,Primary,Yes,4,0
17,Female,North West,Urban,3775.1,Tertiary,Yes,9,0
19,Male,Free State,Rural,786.39,Tertiary,Yes,5,0
17,Male,Northern Cape,Rural,12372.49,Secondary,Yes,6,1
16,Female,Limpopo,Urban,0.0,Secondary,Yes,5,0
12,Male,Eastern Cape,Rural,6390.47,None,Yes,10,0
16,Male,North West,Urban,11035.78,Tertiary,Yes,11,0
16,Female,Limpopo,Urban,9066.8,Tertiary,Yes,7,0
17,Male,North West,Rural,6451.0,Tertiary,Yes,7,1
19,Female,Gauteng,Rural,3610.24,Secondary,Yes,4,1
19,Female,Gauteng,Rural,9375.47,Primary,Yes,2,0
14,Female,Western Cape,Urban,4046.42,Tertiary,Yes,7,0
13,Female,KwaZulu-Natal,Rural,9063.73,Primary,No,2,1
12,Female,KwaZulu-Natal,Rural,8563.67,Secondary,Yes,4,0
17,Male,North West,Rural,8604.13,None,Yes,6,0
14,Male,KwaZulu-Natal,Urban,5438.72,Tertiary,Yes,11,0
18,Female,Eastern Cape,Rural,16140.04,Primary,Yes,10,0
13,Female,KwaZulu-Natal,Urban,9432.83,Primary,Yes,3,0
13,Male,Mpumalanga,Urban,6885.16,Secondary,Yes,7,0
17,Female,Northern Cape,Urban,9057.08,Secondary,Yes,11,0
5,Female,Eastern Cape,Urban,4902.15,Secondary,Yes,3,0
12,Female,Limpopo,Urban,6454.78,Primary,Yes,11,0
13,Male,Eastern Cape,Rural,17567.68,None,No,8,1
17,Male,Western Cape,Urban,,,,11,0
17,Female,Limpopo,Rural,7688.91,Tertiary,Yes,11,0
14,Female,Free State,Urban,,,,8,0
18,Male,Northern Cape,Urban,3841.46,Secondary,Yes,3,0
15,Male,Northern Cape,Urban,9684.34,Tertiary,Yes,2,0
12,Female,Northern Cape,Urban,8145.89,Secondary,Yes,6,0
19,Female,Northern Cape,Urban,11644.11,Secondary,Yes,4,0
16,Male,North West,Urban,11242.31,Secondary,Yes,8,0
